dataset_index,speaker_id,chapter_id,utterance_id,reference,wav_prediction,wav_wer,compressed_prediction,compressed_wer,compression_ratio,dataset,codec,bitrate,delta_sample_wer,wav_substitutions,wav_deletions,wav_insertions,compressed_substitutions,compressed_deletions,compressed_insertions,delta_substitutions,delta_deletions,delta_insertions,wav_correct,compressed_correct,new_error,recovered,worsened,improved,unchanged
2186,7176,88083,27,THEN THE LEADER PARTED FROM THE LINE,THEN THE LEADER PARTED FROM THE LINE,0.0,THEN THE LEADER PARTED FROM THE LIN,0.1428571428571428,3.751608114794656,test-clean,mp3,64k,0.1428571428571428,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1233,4507,16021,12,WHY SHOULD ONE HALT ON THE WAY,WHY SHOULD ONE HALT ON THE WAY,0.0,WHY SHOULD ONE HAULT ON THE WAY,0.1428571428571428,7.645806057432138,test-clean,mp3,32k,0.1428571428571428,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2344,7902,96591,24,A FELLOW WHO WAS SHUT UP IN PRISON FOR LIFE MIGHT DO IT HE SAID BUT NOT IN A CASE LIKE THIS,A FELLOW WHO WAS SHUT UP IN PRISON FOR LIFE MIGHT DO IT HE SAID BUT NOT IN A CASE LIKE THIS,0.0,A FELLOW WHO WAS SHUT UP IN PRISON FOR LIFE MIG DOIT HE SAID BUT NOT IN A CASE LIKE THIS,0.1363636363636363,30.799925205684367,test-other,opus,8k,0.1363636363636363,0,0,0,2,1,0,2,1,0,True,False,True,False,True,False,False
2024,6128,63244,11,IF IT BE NECESSARY WE ARE PREPARED TO TAKE CERTAIN STEPS TO CONCILIATE THE SHRINKING,IF IT BE NECESSARY WE ARE PREPARED TO TAKE CERTAIN STEPS TO CONCILIATE THE SHRINKING,0.0,IF IT BE NECESSARY WE ARE PREPARED TO TAKE SETAIN STAPS TO CONCILIATE THE SHRINKING,0.1333333333333333,15.557388939256573,test-other,opus,16k,0.1333333333333333,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
1092,3997,180294,4,I DON'T KNOW HOW IT IS BUT IT SEEMS TO ME AS IF I DO,I DON'T KNOW HOW IT IS BUT IT SEEMS TO ME AS IF I DO,0.0,I DON'T KNOW HOW IT IS BUT IT'S USE TO ME AS IF I DO,0.1333333333333333,15.335553335553335,test-other,mp3,16k,0.1333333333333333,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
1858,672,122797,73,THE WOOD FLAMED UP SPLENDIDLY UNDER THE LARGE BREWING COPPER AND IT SIGHED SO DEEPLY,THE WOOD FLAMED UP SPLENDIDLY UNDER THE LARGE BREWING COPPER AND IT SIGHED SO DEEPLY,0.0,THE WOOD FLAME OT SPLENDIDLY UNDER THE LARGE BREWING COPPER AND IT SIGHED SO DEEPLY,0.1333333333333333,31.7502417794971,test-clean,opus,8k,0.1333333333333333,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
386,1580,141083,52,OH I WOULD NOT VENTURE TO SAY SIR,OH I WOULD NOT VENTURE TO SAY SIR,0.0,OH I WOULD NOT VENTURE TO FAY SIR,0.125,15.173465183353937,test-clean,mp3,16k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
824,2830,3980,27,AND ALL THE BRETHREN WHICH ARE WITH ME,AND ALL THE BRETHREN WHICH ARE WITH ME,0.0,AND ALL THE BRETHRON WHICH ARE WITH ME,0.125,14.610809724733777,test-clean,mp3,16k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2747,8188,269290,16,JANE HERIOT'S VOICE WAS HEARD IN THE PASSAGE,JANE HERIOT'S VOICE WAS HEARD IN THE PASSAGE,0.0,JANE HERIT'S VOICE WAS HEARD IN THE PASSAGE,0.125,10.157251404030394,test-other,mp3,24k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
720,3528,168669,25,YOU KNOW THAT A MOTHER DIED THIS MORNING,YOU KNOW THAT A MOTHER DIED THIS MORNING,0.0,YOU KNOW THAT AR MOTHER DIED THIS MORNING,0.125,14.824838898652606,test-other,mp3,16k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2190,7018,75788,2,HEARING THIS I WAS SORE TROUBLED REMEMBERING WHAT I HAD BEFORE SUFFERED FROM THE APE KIND,HEARING THIS I WAS SORE TROUBLED REMEMBERING WHAT I HAD BEFORE SUFFERED FROM THE APE KIND,0.0,HERING THIS I WAS SOR TROUBLED REMEMBERING WHAT I HAD BEFORE SUFFERED FROM THE APE KIND,0.125,10.38657518217116,test-other,mp3,24k,0.125,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
824,2830,3980,27,AND ALL THE BRETHREN WHICH ARE WITH ME,AND ALL THE BRETHREN WHICH ARE WITH ME,0.0,AND ALL THE BREDROOM WHICH ARE WITH ME,0.125,30.48972746331237,test-clean,opus,8k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2584,8131,117016,29,TO FIND A PHONE AND CALL THE WAGON,TO FIND A PHONE AND CALL THE WAGON,0.0,TO FIND A PHRONE AND CALL THE WAGON,0.125,10.033916969496753,test-other,mp3,24k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2662,8131,117029,12,THERE WAS A GRIN ON THE OTHER'S FACE,THERE WAS A GRIN ON THE OTHER'S FACE,0.0,THERE WAS A GRIN ON THE OTHER' FACE,0.125,10.05011122819342,test-other,mp3,24k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2531,7975,280084,13,WHAT KEPT YOU SO LONG I ASKED PITTS,WHAT KEPT YOU SO LONG I ASKED PITTS,0.0,BAT KEPT YOU SO LONG I ASKED PITTS,0.125,9.889568883448932,test-other,mp3,24k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
979,3764,168670,4,EVERYTHING IS ARRANGED AND NOTHING IS SAID FAUCHELEVENT,EVERYTHING IS ARRANGED AND NOTHING IS SAID FAUCHELEVENT,0.0,EVERYTHING IS RANGED AND NOTHING IS SAID FAUCHELEVENT,0.125,32.265241128298456,test-other,opus,8k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
979,3764,168670,4,EVERYTHING IS ARRANGED AND NOTHING IS SAID FAUCHELEVENT,EVERYTHING IS ARRANGED AND NOTHING IS SAID FAUCHELEVENT,0.0,EVERYTHING IS RANGED AND NOTHING IS SAID FAUCHELEVENT,0.125,15.256319242766484,test-other,mp3,16k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
486,1995,1837,5,SHE WAS SO STRANGE AND HUMAN A CREATURE,SHE WAS SO STRANGE AND HUMAN A CREATURE,0.0,SHE WAS SO STRANGE AN HUMAN A CREATURE,0.125,10.0080635598245,test-clean,mp3,24k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
536,3005,163399,19,MISSUS PHELPS SHE JUMPS FOR HIM AND SAYS,MISSUS PHELPS SHE JUMPS FOR HIM AND SAYS,0.0,MISSUS PHELP SHE JUMPS FOR HIM AND SAYS,0.125,14.96728478818031,test-other,mp3,16k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2062,7021,85628,2,HE WAS SUCH A BIG BOY THAT HE WORE HIGH BOOTS AND CARRIED A JACK KNIFE,HE WAS SUCH A BIG BOY THAT HE WORE HIGH BOOTS AND CARRIED A JACK KNIFE,0.0,HE WAS SUCH A BIG BOY THAT HE WORE HIGH BOOTS AND CARRIED A JACKKNIFE,0.125,21.03828140908165,test-clean,opus,12k,0.125,0,0,0,1,1,0,1,1,0,True,False,True,False,True,False,False
2584,8131,117016,29,TO FIND A PHONE AND CALL THE WAGON,TO FIND A PHONE AND CALL THE WAGON,0.0,TO FIND A PHRONE AND CALL THE WAGON,0.125,7.572342724175185,test-other,mp3,32k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2790,8188,274364,1,IN THE GOVERNMENT OF IRELAND HIS ADMINISTRATION HAD BEEN EQUALLY PROMOTIVE OF HIS MASTER'S INTEREST AND THAT OF THE SUBJECTS COMMITTED TO HIS CARE,IN THE GOVERNMENT OF IRELAND HIS ADMINISTRATION HAD BEEN EQUALLY PROMOTIVE OF HIS MASTER'S INTEREST AND THAT OF THE SUBJECTS COMMITTED TO HIS CARE,0.0,IN THE GOVERNMENT OF IRELAND THIS ADMINISTRATION HAD BEEN EQUALLY PROMOTIVE OF HIS MASTER'S INTEREST AND THAT OF THE SUBJECTS COMMITTED TO IT HERE,0.125,32.306387921022065,test-other,opus,8k,0.125,0,0,0,3,0,0,3,0,0,True,False,True,False,True,False,False
2747,8188,269290,16,JANE HERIOT'S VOICE WAS HEARD IN THE PASSAGE,JANE HERIOT'S VOICE WAS HEARD IN THE PASSAGE,0.0,JANE HERIT'S VOICE WAS HEARD IN THE PASSAGE,0.125,16.59553796329615,test-other,opus,16k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
536,3005,163399,19,MISSUS PHELPS SHE JUMPS FOR HIM AND SAYS,MISSUS PHELPS SHE JUMPS FOR HIM AND SAYS,0.0,MISSUS PHELIPS SHE JUMPS FOR HIM AND SAYS,0.125,10.092304564399717,test-other,mp3,24k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1717,5442,41169,17,BUT ONE'S WORK IS THROWN IN FOR NOTHING,BUT ONE'S WORK IS THROWN IN FOR NOTHING,0.0,BUT ONE'S WORK IS SHROWN IN FOR NOTHING,0.125,20.50762066045724,test-other,opus,12k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2747,8188,269290,16,JANE HERIOT'S VOICE WAS HEARD IN THE PASSAGE,JANE HERIOT'S VOICE WAS HEARD IN THE PASSAGE,0.0,JANE HERIT'S VOICE WAS HEARD IN THE PASSAGE,0.125,21.987604290822407,test-other,opus,12k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1637,533,131564,13,NOT YEARS FOR SHE'S ONLY FIVE AND TWENTY,NOT YEARS FOR SHE'S ONLY FIVE AND TWENTY,0.0,NOT YEARS FOR SHE'S ONLY FIVE AND TWLENTY,0.125,20.995437413211665,test-other,opus,12k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2747,8188,269290,16,JANE HERIOT'S VOICE WAS HEARD IN THE PASSAGE,JANE HERIOT'S VOICE WAS HEARD IN THE PASSAGE,0.0,JANE HERIT'S VOICE WAS HEARD IN THE PASSAGE,0.125,3.851434297883001,test-other,mp3,64k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
317,2414,128292,27,THEY SLEEP QUIETLY THEY ENJOY THEIR NEW SECURITY,THEY SLEEP QUIETLY THEY ENJOY THEIR NEW SECURITY,0.0,THEYS SLEEP QUIETLY THEY ENJOY THEIR NEW SECURITY,0.125,10.283511030644403,test-other,mp3,24k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1637,533,131564,13,NOT YEARS FOR SHE'S ONLY FIVE AND TWENTY,NOT YEARS FOR SHE'S ONLY FIVE AND TWENTY,0.0,NOT YEARS FOR SHE'S ONLY FIVE AND TWLENTY,0.125,15.134849134849135,test-other,mp3,16k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1903,6829,68769,43,AND HE DESERVES A TERM IN STATE'S PRISON,AND HE DESERVES A TERM IN STATE'S PRISON,0.0,AND HE DESERVES A TERM IN STATES PRISON,0.125,3.561499162838621,test-clean,opus,64k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1717,5442,41169,17,BUT ONE'S WORK IS THROWN IN FOR NOTHING,BUT ONE'S WORK IS THROWN IN FOR NOTHING,0.0,BUT ONE'S WORK IS SHROWN IN FOR NOTHING,0.125,15.803915171288743,test-other,opus,16k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2062,7021,85628,2,HE WAS SUCH A BIG BOY THAT HE WORE HIGH BOOTS AND CARRIED A JACK KNIFE,HE WAS SUCH A BIG BOY THAT HE WORE HIGH BOOTS AND CARRIED A JACK KNIFE,0.0,HE WAS SUCH A BIG BOY THAT HE WORE HIGH BOOTS AND CARRIED A JACKKNIFE,0.125,15.99117783624826,test-clean,opus,16k,0.125,0,0,0,1,1,0,1,1,0,True,False,True,False,True,False,False
1903,6829,68769,43,AND HE DESERVES A TERM IN STATE'S PRISON,AND HE DESERVES A TERM IN STATE'S PRISON,0.0,AND HE DESERVES O TERM IN STATE'S PRISON,0.125,20.9489898989899,test-clean,opus,12k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
486,1995,1837,5,SHE WAS SO STRANGE AND HUMAN A CREATURE,SHE WAS SO STRANGE AND HUMAN A CREATURE,0.0,SHE WAS SO STRANGE IN HUMAN A CREATURE,0.125,15.55436785845927,test-clean,opus,16k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
824,2830,3980,27,AND ALL THE BRETHREN WHICH ARE WITH ME,AND ALL THE BRETHREN WHICH ARE WITH ME,0.0,AND ALL THE BRETHROOM WHICH ARE WITH ME,0.125,15.773969631236442,test-clean,opus,16k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1903,6829,68769,43,AND HE DESERVES A TERM IN STATE'S PRISON,AND HE DESERVES A TERM IN STATE'S PRISON,0.0,AND HE DESERVES A TERM IN STATES PRISON,0.125,16.17430298303763,test-clean,opus,16k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2062,7021,85628,2,HE WAS SUCH A BIG BOY THAT HE WORE HIGH BOOTS AND CARRIED A JACK KNIFE,HE WAS SUCH A BIG BOY THAT HE WORE HIGH BOOTS AND CARRIED A JACK KNIFE,0.0,HE WAS SUCH A BIG BOY THAT HE WORE HIGH BOOTS AND CARRIED A JACKKNIFE,0.125,15.502888438742591,test-clean,mp3,16k,0.125,0,0,0,1,1,0,1,1,0,True,False,True,False,True,False,False
317,2414,128292,27,THEY SLEEP QUIETLY THEY ENJOY THEIR NEW SECURITY,THEY SLEEP QUIETLY THEY ENJOY THEIR NEW SECURITY,0.0,THEY SLEEP QUIETLY THEY ENJOY THEIR NEW SCURITY,0.125,15.309773385245084,test-other,mp3,16k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1852,5764,299665,48,COULD THESE COUNTRIES HAVE BEEN WORSE WITHOUT RELIGION,COULD THESE COUNTRIES HAVE BEEN WORSE WITHOUT RELIGION,0.0,COUD THESE COUNTRIES HAVE BEEN WORSE WITHOUT RELIGION,0.125,32.14411990776326,test-other,opus,8k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
824,2830,3980,27,AND ALL THE BRETHREN WHICH ARE WITH ME,AND ALL THE BRETHREN WHICH ARE WITH ME,0.0,AND ALL THE BRETHRON WHICH ARE WITH ME,0.125,20.46664790318041,test-clean,opus,12k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2062,7021,85628,2,HE WAS SUCH A BIG BOY THAT HE WORE HIGH BOOTS AND CARRIED A JACK KNIFE,HE WAS SUCH A BIG BOY THAT HE WORE HIGH BOOTS AND CARRIED A JACK KNIFE,0.0,HE WAS SUCH A BIG BOY THAT HE WORE HIGH BOOTS AND CARRIED A JACKNIFE,0.125,31.50930161634645,test-clean,opus,8k,0.125,0,0,0,1,1,0,1,1,0,True,False,True,False,True,False,False
824,2830,3980,27,AND ALL THE BRETHREN WHICH ARE WITH ME,AND ALL THE BRETHREN WHICH ARE WITH ME,0.0,AND ALL THE BRETHRON WHICH ARE WITH ME,0.125,9.889568883448932,test-clean,mp3,24k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
486,1995,1837,5,SHE WAS SO STRANGE AND HUMAN A CREATURE,SHE WAS SO STRANGE AND HUMAN A CREATURE,0.0,SHE WAS SO STRANGE IN HUMAN A CREATURE,0.125,14.814463752852378,test-clean,mp3,16k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1984,6930,76324,12,WE'LL COME IN HERE THIS AFTERNOON WITH OLD CLOTHES ON AND HAVE A REGULAR HOUSE CLEANING,WE'LL COME IN HERE THIS AFTERNOON WITH OLD CLOTHES ON AND HAVE A REGULAR HOUSE CLEANING,0.0,WE'LL COME IN HERE THIS AFTERNOON WITH  OLD CLOTHES ON AND HALF A REGULAR HOUSE CLEANGING,0.125,19.90623747829571,test-clean,opus,12k,0.125,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
2747,8188,269290,16,JANE HERIOT'S VOICE WAS HEARD IN THE PASSAGE,JANE HERIOT'S VOICE WAS HEARD IN THE PASSAGE,0.0,JANE HERIK'S VOICE WAS HEARD IN THE PASSAGE,0.125,15.04943710230054,test-other,mp3,16k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1717,5442,41169,17,BUT ONE'S WORK IS THROWN IN FOR NOTHING,BUT ONE'S WORK IS THROWN IN FOR NOTHING,0.0,BUT ONE'S WORK IS SOWN IN FOR NOTHING,0.125,14.92957312374788,test-other,mp3,16k,0.125,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1548,4852,28330,18,HE THEN WENT ON TO DESCRIBE WHAT ELSE WAS TO FOLLOW THE COVERING OF THE SHIP WITH LEAVES TO MAKE IT BLEND WITH ITS SURROUNDINGS,HE THEN WENT ON TO DESCRIBE WHAT ELSE WAS TO FOLLOW THE COVERING OF THE SHIP WITH LEAVES TO MAKE IT BLEND WITH ITS SURROUNDINGS,0.0,HE THEN WENT ON TO THE SCRY WHAT ELSE WAS TO FOLLOW THE COVERING OF THE SHIFP WITH LEAVES TO MAKE IT BLEND WITH ITS SURROUNDINGS,0.12,31.108882104957114,test-other,opus,8k,0.12,0,0,0,2,0,1,2,0,1,True,False,True,False,True,False,False
267,2414,128291,4,ANSWERED HE THE SAME THAT THOU SEEKEST THOU MISCHIEF MAKER THAT IS TO SAY HAPPINESS UPON EARTH,ANSWERED HE THE SAME THAT THOU SEEKEST THOU MISCHIEF MAKER THAT IS TO SAY HAPPINESS UPON EARTH,0.0,ANSWERED HE THE SAME THAT THOU SEEKEST THOU MISCHIEF MAY GOOD THAT IS TO SAY HAPPINESS UPON EARTH,0.1176470588235294,10.490382503373183,test-other,mp3,24k,0.1176470588235294,0,0,0,1,0,1,1,0,1,True,False,True,False,True,False,False
921,3570,5694,1,THE UTILITY OF CONSUMPTION AS AN EVIDENCE OF WEALTH IS TO BE CLASSED AS A DERIVATIVE GROWTH,THE UTILITY OF CONSUMPTION AS AN EVIDENCE OF WEALTH IS TO BE CLASSED AS A DERIVATIVE GROWTH,0.0,THE UTILITY OF CONSUMPTION AS AN EVIDENCE OF WEALTHS IS TO BE CLASSED AS A DERIVIT GROWTH,0.1176470588235294,31.486655112651647,test-clean,opus,8k,0.1176470588235294,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
267,2414,128291,4,ANSWERED HE THE SAME THAT THOU SEEKEST THOU MISCHIEF MAKER THAT IS TO SAY HAPPINESS UPON EARTH,ANSWERED HE THE SAME THAT THOU SEEKEST THOU MISCHIEF MAKER THAT IS TO SAY HAPPINESS UPON EARTH,0.0,ANSWERED HE THE SAME THAT THOU SEEKEST THOU MISCHIEF MAY GOOD THAT IS TO SAY HAPPINESS UPON EARTH,0.1176470588235294,7.881698375651272,test-other,mp3,32k,0.1176470588235294,0,0,0,1,0,1,1,0,1,True,False,True,False,True,False,False
267,2414,128291,4,ANSWERED HE THE SAME THAT THOU SEEKEST THOU MISCHIEF MAKER THAT IS TO SAY HAPPINESS UPON EARTH,ANSWERED HE THE SAME THAT THOU SEEKEST THOU MISCHIEF MAKER THAT IS TO SAY HAPPINESS UPON EARTH,0.0,ANSWERED HE THE SAME THAT THOU SEEKEST THOU MISCHIEF MAY GOOD THAT IS TO SAY HAPPINESS UPON EARTH,0.1176470588235294,15.680221377984148,test-other,mp3,16k,0.1176470588235294,0,0,0,1,0,1,1,0,1,True,False,True,False,True,False,False
497,1995,1837,16,FOR ONE LONG MOMENT HE PAUSED STUPID AGAPE WITH UTTER AMAZEMENT THEN LEANED DIZZILY AGAINST A TREE,FOR ONE LONG MOMENT HE PAUSED STUPID AGAPE WITH UTTER AMAZEMENT THEN LEANED DIZZILY AGAINST A TREE,0.0,FOR ONE LONG MOMENT HE PAUSED STUPID A GAPE WITH UTTER AMAZEMENT THEN LEANED DIZZILY AGAINST A TREE,0.1176470588235294,7.851738136662914,test-clean,mp3,32k,0.1176470588235294,0,0,0,1,0,1,1,0,1,True,False,True,False,True,False,False
1379,4350,10919,31,FINALLY HIS DECISION WAS PRONOUNCED THEY WERE TO GO ABROAD BUT TO PUT NO FAITH IN FOREIGN QUACKS AND TO APPLY TO HIM IN ANY NEED,FINALLY HIS DECISION WAS PRONOUNCED THEY WERE TO GO ABROAD BUT TO PUT NO FAITH IN FOREIGN QUACKS AND TO APPLY TO HIM IN ANY NEED,0.0,FINALLY HIS DECISION WAS PRONOUNCED THEY WERE TO GO ABROAD BUT TO PUT NO FATE IN FOREIGN QUACK AND TO APPLY TO HIM AND ANY NEED,0.1153846153846153,15.60190942779976,test-other,mp3,16k,0.1153846153846153,0,0,0,3,0,0,3,0,0,True,False,True,False,True,False,False
582,2300,131720,10,IT COULD NOT BE USED FOR ELECTROPLATING OR DEPOSITION NOR COULD IT CHARGE STORAGE BATTERIES ALL OF WHICH ARE EASILY WITHIN THE ABILITY OF THE DIRECT CURRENT,IT COULD NOT BE USED FOR ELECTROPLATING OR DEPOSITION NOR COULD IT CHARGE STORAGE BATTERIES ALL OF WHICH ARE EASILY WITHIN THE ABILITY OF THE DIRECT CURRENT,0.0,IT COULD NOT BE USED FOR ELECTROPLATING OR DEPOSITION NOR COULD IT CHARGE STORAGE BATTERIES ALL OF WHICH ARE EASILY WITH IMTEABILITY OF THE DIRECT CURRENT,0.1111111111111111,7.896527350251955,test-clean,mp3,32k,0.1111111111111111,0,0,0,2,1,0,2,1,0,True,False,True,False,True,False,False
571,3080,5032,23,WE HAVE HAD ANOTHER DEBATE BUT MUCH MORE CALMLY,WE HAVE HAD ANOTHER DEBATE BUT MUCH MORE CALMLY,0.0,WE HAVE HAD ANOTHER DEBAKE BUT MUCH MORE CALMLY,0.1111111111111111,33.16548866682915,test-other,opus,8k,0.1111111111111111,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1086,3764,168671,53,THE GRAVE DIGGER WENT ON WITH A SUPERIOR SMILE,THE GRAVE DIGGER WENT ON WITH A SUPERIOR SMILE,0.0,THE GREY DIGGER WENT ON WITH A SUPERIOR SMILE,0.1111111111111111,10.21393955414574,test-other,mp3,24k,0.1111111111111111,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
79,1688,142285,79,NO MAMMA THAT ANNE BUCKLEY WOULD NEVER HAVE DONE,NO MAMMA THAT ANNE BUCKLEY WOULD NEVER HAVE DONE,0.0,NO MAMMA THAT ANNE BUKLEY WOULD NEVER HAVE DONE,0.1111111111111111,10.222388930565977,test-other,mp3,24k,0.1111111111111111,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1419,5105,28240,2,EXCLAIMED SERVADAC KEEPING HIS EYE UNMOVED AT HIS TELESCOPE,EXCLAIMED SERVADAC KEEPING HIS EYE UNMOVED AT HIS TELESCOPE,0.0,EXCLAIMD SERVADAC KEEPING HIS EYE UNMOVED AT HIS TELESCOPE,0.1111111111111111,15.225661093323849,test-clean,mp3,16k,0.1111111111111111,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2079,7021,85628,19,WITH ONE JUMP ANDERS GOT OUT OF HIS CHAIR,WITH ONE JUMP ANDERS GOT OUT OF HIS CHAIR,0.0,WITH ONE JUMP ANDEWS GOT OUT OF HIS CHAIR,0.1111111111111111,31.359205776173287,test-clean,opus,8k,0.1111111111111111,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2079,7021,85628,19,WITH ONE JUMP ANDERS GOT OUT OF HIS CHAIR,WITH ONE JUMP ANDERS GOT OUT OF HIS CHAIR,0.0,WITH ONE JUMP ANDRERS GOT OUT OF HIS CHAIR,0.1111111111111111,15.06111833550065,test-clean,mp3,16k,0.1111111111111111,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2260,7729,102255,27,FOOTNOTE SUMNER TO SHANNON MAY TWELFTH EIGHTEEN FIFTY SIX,FOOTNOTE SUMNER TO SHANNON MAY TWELFTH EIGHTEEN FIFTY SIX,0.0,FOTNOTE SUMNER TO SHANNON MAY TWELFTH EIGHTEEN FIFTY SIX,0.1111111111111111,16.264131463477586,test-clean,opus,16k,0.1111111111111111,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1831,672,122797,46,TIS NOW WINTER OUT OF DOORS THOUGHT THE TREE,TIS NOW WINTER OUT OF DOORS THOUGHT THE TREE,0.0,TIS NO WINTER OUT OF DOORS THOUGHT THE TREE,0.1111111111111111,15.402305887154371,test-clean,mp3,16k,0.1111111111111111,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1873,5764,299665,69,IF WE BUILD WE MUST BEGIN AT THE BOTTOM,IF WE BUILD WE MUST BEGIN AT THE BOTTOM,0.0,IF WE BUILD WE MUST BEGIN AT HE BOTTOM,0.1111111111111111,3.7447269148761686,test-other,opus,64k,0.1111111111111111,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2260,7729,102255,27,FOOTNOTE SUMNER TO SHANNON MAY TWELFTH EIGHTEEN FIFTY SIX,FOOTNOTE SUMNER TO SHANNON MAY TWELFTH EIGHTEEN FIFTY SIX,0.0,FOTNOTE SUMNER TO SHANNON MAY TWELFTH EIGHTEEN FIFTY SIX,0.1111111111111111,21.537883103566134,test-clean,opus,12k,0.1111111111111111,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1233,4198,12281,14,CAN YOU TELL WITH WHAT INSTRUMENTS THEY DID IT,CAN YOU TELL WITH WHAT INSTRUMENTS THEY DID IT,0.0,CAN YOU TELL WITH WHAT INSTRUMENTS THEY DID I,0.1111111111111111,16.38216382443388,test-other,opus,16k,0.1111111111111111,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
79,1688,142285,79,NO MAMMA THAT ANNE BUCKLEY WOULD NEVER HAVE DONE,NO MAMMA THAT ANNE BUCKLEY WOULD NEVER HAVE DONE,0.0,NO MAMMA THAT ANNE BUKLEY WOULD NEVER HAVE DONE,0.1111111111111111,14.362103290783464,test-other,opus,16k,0.1111111111111111,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2678,8188,269288,5,WHY YOU WILL BE PARTING FROM ME YOU KNOW,WHY YOU WILL BE PARTING FROM ME YOU KNOW,0.0,WHY YOU WILL BE PARTED FROM ME YOU KNOW,0.1111111111111111,21.490273224043715,test-other,opus,12k,0.1111111111111111,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1718,5442,41169,18,OH WELL ONE DOES IT WHAT WOULD YOU HAVE,OH WELL ONE DOES IT WHAT WOULD YOU HAVE,0.0,OH WELL ONE OF IT WHAT WOULD YOU HAVE,0.1111111111111111,31.34441687344913,test-other,opus,8k,0.1111111111111111,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1086,3764,168671,53,THE GRAVE DIGGER WENT ON WITH A SUPERIOR SMILE,THE GRAVE DIGGER WENT ON WITH A SUPERIOR SMILE,0.0,THE GREY DIGGER WENT ON WITH A SUPERIOR SMILE,0.1111111111111111,15.170527417877242,test-other,mp3,16k,0.1111111111111111,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
